2024-0515 	14:30:03	40c87bb0-ee7f-4a20-88dd-ce5f319556aa	GET  null /
2024-0517 	00:25:11	cc8f3466-c9cf-42ec-85bd-9e5d890fced2	POST  undefined /employees
2024-0517 	00:25:13	cb46f840-137e-4c3d-b80a-73a71edb3137	POST  undefined /employees
2024-0517 	00:30:51	41f06699-d63d-4d0d-8e7e-17db76aebd6c	DELETE  undefined /employees
2024-0517 	00:32:09	d7bad7b6-2a26-42be-bcf1-652e463c41a4	DELETE  undefined /employees
2024-0517 	00:32:56	6365ab31-49b3-4153-ab01-1d08f909837e	DELETE  undefined /employees
2024-0517 	00:33:45	8cc32160-0eea-4e8e-b10a-7aef292e56c8	DELETE  undefined /employees
2024-0517 	00:35:15	adb3a8c6-a143-468d-a04c-6688d7b0cfc3	DELETE  undefined /employees
2024-0517 	00:35:27	4c08cee6-fdec-4bc3-80b3-5499c4f37f6f	DELETE  undefined /employees
2024-0517 	00:35:40	f1e16aad-0307-4107-ad95-8277b00f4c45	DELETE  undefined /employees
2024-0517 	00:36:37	20d1589e-7564-4363-b022-9714e26b5f9d	DELETE  undefined /employees
2024-0517 	00:36:43	f4554ef6-0b04-47e6-bf62-5b7a3017286a	DELETE  undefined /employees
2024-0517 	00:36:49	67f390c5-e4a8-4f5c-8a7c-7bdfa9b6e724	DELETE  undefined /employees
2024-0517 	00:37:18	f8f63dca-1efa-4959-99e7-621de53d4255	DELETE  undefined /employees
2024-0517 	00:37:22	6787c11c-40e2-47c3-aac4-8efeffb7c422	DELETE  undefined /employees
2024-0517 	00:37:29	36b73eb6-d1c1-464e-854b-ffb7343f751f	DELETE  undefined /employees
2024-0517 	00:37:42	51ae2c25-eab4-4707-b457-f16c2393c972	DELETE  undefined /employees
2024-0517 	00:37:48	bf1cc60e-68cd-4619-8149-bdcdf8ca62f0	DELETE  undefined /employees
2024-0517 	00:40:04	bca8d5b3-0949-4ba7-9be8-592120a2cde6	GET  undefined /employees
2024-0517 	00:40:47	b69841ec-f76f-4919-b702-5b0436e54705	GET  undefined /employees/1
2024-0517 	00:40:51	a509e7a2-ead4-4730-b959-e1cf9946470e	GET  undefined /employees/2
2024-0517 	00:42:24	e0062d44-02de-4407-8c56-7d35fd91daa7	GET  undefined /
2024-0517 	00:42:24	4d9fb760-8b2d-42a0-8788-3adf35307566	GET  undefined /css/style.css
2024-0517 	00:42:24	95059bc3-fabc-4f24-83cb-6fe684e2d747	GET  undefined /
2024-0517 	00:54:57	7cb1e401-5465-4576-8afd-8c8fa18a6fd6	POST  undefined /employees/2
2024-0517 	00:55:02	7e72fd82-a029-4a97-98be-c5b1cc0d5612	POST  undefined /employees
2024-0517 	00:55:32	547bdfa1-0bc2-436b-9320-091ff99e4b4f	POST  undefined /employees
2024-0517 	00:55:42	41bdeef3-feb1-4d67-acea-7b38386863e0	POST  undefined /employees
2024-0517 	00:55:45	254aedf1-ce22-48b9-98eb-a94c34046515	POST  undefined /employees
2024-0517 	00:56:37	959c8774-dd3b-4e8d-a59a-05e3e5a702a9	POST  undefined /employees
2024-0517 	01:04:09	3d45a53d-7474-42e4-a3bd-f81fafbb189d	PUT  undefined /employees
2024-0517 	01:04:16	3e415180-2fa9-44d0-ad90-bc1d3eaa5d7e	PUT  undefined /employees
2024-0517 	01:04:21	c6f14761-fecf-446f-8dd4-bbd7fb05749e	PUT  undefined /employees
2024-0517 	01:06:48	c8112faa-4b8b-47c1-998a-fdd0af026f58	PUT  undefined /employees
2024-0517 	01:13:04	213c8611-2f08-4f72-b128-57302baa2415	PUT  undefined /employees
2024-0517 	01:19:39	dcf9be00-55a3-465e-bbdc-70c4bce3ed8d	PUT  undefined /employees
2024-0517 	01:20:44	36bd4227-6f95-48b2-b7a5-a9a7ba95984a	PUT  undefined /employees
2024-0517 	01:20:55	5f045da8-e86f-4616-b57b-36d4b2dee713	PUT  undefined /employees
2024-0517 	01:21:15	20d83141-1c1c-4f7f-bb4a-7cd2166f7d97	PUT  undefined /employees
2024-0517 	01:21:16	353113bb-a39a-4099-9249-2ccba22214cb	PUT  undefined /employees
2024-0517 	01:21:22	8a6fdd0a-4861-4a96-beb5-00444c8af8ff	PUT  undefined /employees
2024-0517 	01:21:28	29cf4dc2-1a56-441c-b192-868d6dffa4ea	PUT  undefined /employees
2024-0517 	01:21:37	68adc04b-af7c-4bd5-a2e3-46048697e056	POST  undefined /employees
2024-0517 	01:21:37	52bb9839-7077-4dc7-ae1e-516930478e05	POST  undefined /employees
2024-0517 	01:21:38	67198741-e52d-4e27-9235-35cb00453388	POST  undefined /employees
2024-0517 	01:21:38	4251d2ce-7128-420b-bc48-5bbcd8767597	POST  undefined /employees
2024-0517 	01:21:38	0137058e-4b54-41a8-af08-56ec93adc631	POST  undefined /employees
2024-0517 	01:21:54	5ba50c5b-5bab-4772-99db-e63b90cf552b	POST  undefined /employees
2024-0517 	01:22:14	bc3f46c0-c012-4ff9-b2b9-1d3d48ee9a83	POST  undefined /employees
2024-0517 	01:22:38	41b7d44c-2757-4920-b4be-0d6dc93e02b7	PUT  undefined /employees
2024-0517 	01:23:09	0f362151-c711-4e3e-a8d9-60b7e11b4dd5	PUT  undefined /employees
2024-0517 	01:23:22	d03934a6-a927-4501-9c4a-c8ee157feae9	PUT  undefined /employees
2024-0517 	01:23:32	22d76759-6480-460e-8867-08147b90d9b8	PUT  undefined /employees
2024-0517 	01:23:50	47862a22-9f1b-486c-8d1d-fcd0853df71a	PUT  undefined /employees
2024-0517 	01:24:05	0ed500e5-2639-4c30-acd3-70b7255e3e12	POST  undefined /employees
2024-0517 	01:24:09	f22aa463-62ab-4100-bb02-424046ac9a18	POST  undefined /employees
2024-0517 	01:24:13	4aa9bc3a-7368-457a-8b45-589a1f1c945d	POST  undefined /employees
2024-0517 	01:24:38	2f1e8e77-e167-445a-b243-0bc1d45c03bd	PUT  undefined /employees
2024-0517 	01:47:14	288524bd-6fa7-4002-a15b-ab40242cd0fc	GET  undefined /employees/5
2024-0517 	01:47:20	51986e13-a101-441b-ab02-2461eeb9d67e	GET  undefined /employees/2
2024-0517 	01:50:50	d51910bd-6024-473a-86af-ceac22f83489	GET  undefined /employees/2
2024-0517 	01:52:43	6c4ea17b-14ae-4536-8547-ae31de1cfef3	GET  undefined /employees/5
2024-0517 	01:52:46	4ebf2e39-7514-476a-9448-77646ebaa1be	GET  undefined /employees/1
2024-0517 	01:53:40	a8cd7467-3536-4943-b73c-0e5fd17c818e	PUT  undefined /employees
2024-0517 	01:56:17	2083f881-39ff-4387-a673-93cf9582ab95	POST  undefined /employees
2024-0517 	01:56:55	831df7b3-6481-4558-98ec-b2698546b977	POST  undefined /employees
2024-0517 	01:57:50	4368a22d-8b8f-4a0c-bf1f-6b14fae3126c	POST  undefined /employees
2024-0517 	01:59:07	798c5f05-5e21-452e-a87c-4286a16801ba	DELETE  undefined /employees
2024-0517 	01:59:19	6cd01d70-e8bb-438c-9c47-4481636322e5	DELETE  undefined /employees
2024-0517 	02:01:30	512c27f5-d359-4c78-989e-7791e978e708	DELETE  undefined /employees
2024-0517 	02:01:40	137321d4-3f7a-4ca4-8312-edf98575bf1b	DELETE  undefined /employees
2024-0517 	02:01:41	c76610cd-4690-46d3-8fff-6fc35493207d	DELETE  undefined /employees
2024-0517 	02:05:30	3502c0fb-5c8f-428f-b357-280b987ef05d	DELETE  undefined /employees
2024-0517 	02:05:38	e9ba0141-3ddb-4144-962f-04e3fa1261ea	DELETE  undefined /employees
2024-0517 	02:08:58	17910417-da09-43c8-a256-215401daceb9	DELETE  undefined /employees
2024-0517 	02:09:14	71a48707-c67c-48c5-a0da-c42e26f47efc	PUT  undefined /employees
2024-0517 	02:09:23	83674eee-a0d1-4125-a1da-25ffa994cf29	PUT  undefined /employees
2024-0517 	02:09:35	bd7d1cd8-a511-47fd-8867-c15a9cc29f03	GET  undefined /employees/2
2024-0517 	02:09:51	a06e4486-80fa-4e6a-ad90-f6e40b59b438	POST  undefined /employees
2024-0517 	02:10:09	fd2f16c4-3e16-460a-b9b4-47d1c8559107	POST  undefined /employees
2024-0517 	02:10:10	b7c4f2fe-bb01-4d57-ab81-77736fbb64d9	POST  undefined /employees
2024-0517 	02:10:18	c6d53ceb-3002-4537-9db8-079e690cae40	POST  undefined /employees
2024-0517 	02:10:18	63f3d544-488a-43d9-92cb-803a153c928d	POST  undefined /employees
2024-0517 	02:10:19	b6bf363b-c81e-4c43-a7c5-751b18450ddd	POST  undefined /employees
2024-0517 	02:10:19	0eee635c-9c29-4163-b985-e56b60ab3ffb	POST  undefined /employees
2024-0517 	02:10:20	74f9224f-6bd4-4f19-a1a7-79c46be46412	POST  undefined /employees
2024-0517 	02:10:20	9b5d1c92-c93b-4193-9fc8-5734ebcde121	POST  undefined /employees
2024-0517 	02:10:21	dfb8c594-158d-4804-8e1e-91e390ffdfca	POST  undefined /employees
2024-0517 	02:10:21	d3896045-1b3a-4b86-8cad-58f002bf2dac	POST  undefined /employees
2024-0517 	02:10:33	5e1e9200-370b-4b13-be94-e524a0127fef	POST  undefined /employees
2024-0517 	02:10:49	910354f3-73a3-4457-b6fb-de0de5094c79	POST  undefined /employees
2024-0517 	03:46:40	15f0e52f-7b4b-4bc3-bdf2-e1e79f03dfc7	POST  undefined /register
2024-0517 	03:48:01	7a2ecd7f-40f2-43ad-ad5b-eab388b3c227	POST  undefined /register
2024-0517 	03:48:06	b0ad95c3-7f88-4f9b-9dae-3a1fc93da5bd	POST  undefined /register
2024-0517 	03:48:08	bad9527d-95c1-4f2c-ba5e-cb98038af2d4	POST  undefined /register
2024-0517 	03:51:52	d7654607-b007-4e5d-a5ec-fc1aa06f6ffd	POST  undefined /register
2024-0517 	03:52:02	582fa969-57c9-4e86-8784-839878381cf5	POST  undefined /register
2024-0517 	04:14:26	b067309d-dd64-4914-8dae-326559e349a9	POST  undefined /register
2024-0517 	04:14:34	eec24303-61aa-4ac0-bee5-51638cbf7301	POST  undefined /register
2024-0517 	04:14:47	757de89d-8f36-40d3-ad83-e44e98b652b7	POST  undefined /auth
2024-0517 	04:14:49	fe874cef-bd7e-4c96-9389-33992d9eece9	POST  undefined /auth
2024-0517 	04:14:55	2d397485-c587-4f4c-a5ad-0a092f15c18c	POST  undefined /auth
2024-0517 	04:14:58	2b12d267-d1f4-40ba-8b0a-e3f2ce195bf0	POST  undefined /auth
2024-0517 	04:15:08	d0a8ed86-cb6a-4f02-92f8-e3afe471eeea	POST  undefined /auth
2024-0517 	04:15:53	1dd6ae60-4b61-46d7-bda7-1f5154ac3aae	POST  undefined /auth
2024-0517 	04:15:54	705fa6ad-e3ab-4fbe-84d1-eefac35f253b	POST  undefined /auth
2024-0517 	04:16:01	13609e7c-8683-4c2c-a7ee-b29e353c1dcd	POST  undefined /auth
2024-0517 	04:16:06	1eb39061-29a3-42d6-9fa4-624cf38820cb	POST  undefined /auth
2024-0517 	10:34:15	5a4624b7-aa32-4fc9-b5c8-16a6f88c85fa	POST  undefined /auth
2024-0517 	11:23:56	2d20ed56-19e9-4aa3-a68d-ff927615de67	GET  undefined /employees
2024-0517 	11:24:35	235b89c0-572d-44fe-917f-7e22c24f9786	GET  undefined /employees
2024-0517 	11:25:03	004b471c-deb1-4554-ba49-84d58bf19460	POST  undefined /employees
2024-0517 	11:27:55	56945f14-e8e7-4207-b56f-e603a36977c1	POST  undefined /auth
2024-0517 	11:29:12	a588a756-8c30-49ab-ab7c-dda06b7827e6	GET  undefined /employees
2024-0517 	11:29:25	6ba2dbb8-b7ff-457f-9a01-6c3832676c6d	POST  undefined /employees
2024-0517 	11:29:26	2759afed-e06c-4739-994d-7422a1ba862f	POST  undefined /employees
2024-0517 	11:29:27	31cd697b-545e-4bdb-affe-c2d6bd53ade6	POST  undefined /employees
2024-0517 	11:29:27	5dd89716-8971-4042-9252-226aa0e7aeba	POST  undefined /employees
2024-0517 	11:30:06	3ef2633f-0628-4feb-bd0d-23fcf6068723	POST  undefined /auth
2024-0517 	11:30:08	aa7e2439-d30d-4fbd-ab54-47edf9db1c39	POST  undefined /auth
2024-0517 	11:30:09	c749a0bf-12d4-4145-aec5-37d3cd5cf9e3	POST  undefined /auth
2024-0517 	11:31:57	0e44910c-3cf8-48a9-bea3-06dd1bf1a6ed	POST  undefined /auth
2024-0517 	11:32:31	9d77c6b5-2bf3-4276-941f-73a750804b09	POST  undefined /auth
2024-0517 	11:32:32	3c31c4d4-30dd-488a-92ff-6c2722376487	POST  undefined /auth
2024-0517 	11:33:33	00bb3097-293f-48ed-a5c6-ec5fd5dba6ba	POST  undefined /auth
2024-0517 	11:34:30	8f184041-0d0e-48ad-8f1d-0307ebba6b82	POST  undefined /auth
2024-0517 	11:34:38	8a2867c1-b6e9-4272-9054-23f53c609890	POST  undefined /auth
2024-0517 	11:35:12	efc471e3-74da-4e6e-b87d-1cd7f14af93d	POST  undefined /auth
2024-0517 	11:35:35	e403faab-3ec6-4b18-8774-ba580c0a048b	POST  undefined /auth
2024-0517 	11:36:00	abde7518-3f91-4055-9754-6e581df836b9	POST  undefined /auth
2024-0517 	11:38:22	6446c9cb-ee22-4420-b281-516ccaceab7b	GET  undefined /employees
2024-0517 	11:39:12	71fd41ac-cee4-4891-9b5d-1213ff1e4167	POST  undefined /employees/register
2024-0517 	11:40:28	1c6be9f9-d1cc-4976-ab2d-fb4fa0e0ec53	POST  undefined /register
2024-0517 	11:40:48	e5177aa9-5a52-4e9d-aa9e-abb3a6b08f49	POST  undefined /register
2024-0517 	11:41:23	341cda5c-cfed-4281-91c1-cecf1cb9b732	POST  undefined /auth
2024-0517 	11:43:52	aa3a21a9-5b99-49e6-b128-ae395103b4f0	POST  undefined /auth
2024-0517 	11:44:00	11570798-c500-4905-9856-18f8de6a14ba	POST  undefined /register
2024-0517 	11:44:17	d5ecc526-de08-44ba-a078-565642a65f85	POST  undefined /register
2024-0517 	11:44:29	692625de-6786-471d-af4c-6e71aaf507f2	POST  undefined /auth
2024-0517 	11:45:03	33dbfbe1-8d8a-4ccd-8262-9799c8113d7e	POST  undefined /register
2024-0517 	11:45:20	be88da69-5a11-4c34-ad4e-56a1af8e6460	POST  undefined /auth
2024-0517 	11:47:03	36f5633d-7fe8-4c18-9e37-58a3684bdc42	POST  undefined /register
2024-0517 	11:47:12	86283d9e-caeb-40cd-805e-3656a58515d3	POST  undefined /auth
2024-0517 	11:48:38	044aa4d2-72eb-454e-bdea-d1f3a107f7c9	POST  undefined /register
2024-0517 	11:48:44	f2105d3d-83b2-40f7-9f49-3be157a03678	POST  undefined /auth
2024-0517 	11:49:56	3f4a6665-9cbd-4f05-9ebc-c945f7bd0821	POST  undefined /register
2024-0517 	11:50:07	c4d85e82-0501-4c27-90c4-ea3e2c3f2606	POST  undefined /auth
2024-0517 	11:51:07	20c836bb-e066-4090-856b-c2b404ce1299	POST  undefined /auth
2024-0517 	11:52:12	a430ba57-9925-48f8-836b-1aaafce9b832	POST  undefined /auth
2024-0517 	11:52:18	f577eb11-af33-4569-a202-9980f04af63e	POST  undefined /register
2024-0517 	11:52:29	d98ba6de-b164-45a0-8ebb-34a02abda63e	POST  undefined /auth
2024-0517 	11:57:13	f0b1e994-6fb5-496b-a724-56e6080c30fd	POST  undefined /auth
2024-0517 	11:58:45	a029d9ae-990a-47c1-8d52-1421ddfca16a	POST  undefined /auth
2024-0517 	11:59:38	2d331055-0e16-4500-9bf5-6275eb26f566	POST  undefined /auth
2024-0517 	12:00:02	f8e81391-225e-4c1f-b231-bfd6c40e635f	POST  undefined /register
2024-0517 	12:00:10	f03163c0-59d1-4e9d-9624-34dee38b7f65	POST  undefined /auth
2024-0517 	12:00:56	55a4e866-bb60-4229-80f9-6899ddfe960e	POST  undefined /register
2024-0517 	12:01:04	b45a4bee-a290-4ef3-b3eb-d007cc2ed8bf	POST  undefined /auth
2024-0517 	12:02:30	5677c132-454e-4325-9f2c-79fd0ccf08e1	POST  undefined /auth
2024-0517 	12:02:35	380fb92d-ca16-4580-b1cf-6be1be04a92f	POST  undefined /register
2024-0517 	12:02:38	b84bfe34-8da6-42a7-b787-ff9916409205	POST  undefined /auth
2024-0517 	12:03:42	91de0a1c-28fb-4bd1-976e-0643ff68a854	POST  undefined /auth
2024-0517 	12:03:44	4238bdc2-f81a-41f8-b996-05b651af6f1e	POST  undefined /auth
2024-0517 	12:04:18	862c1e2b-4619-42c5-9098-67f5ae6a25ae	GET  undefined /employees
2024-0517 	12:04:20	f9921670-a956-4596-8065-e2243302e44b	GET  undefined /employees
2024-0517 	12:05:32	4b95f45d-5c97-437a-8063-399af8a64cb7	POST  undefined /register
2024-0517 	12:05:42	0ada3d05-ac67-4b57-8f9d-4d70f8f7aeab	POST  undefined /auth
2024-0517 	12:06:04	3b9b0346-f452-49fa-834f-d7b19ef263ed	GET  undefined /employees
2024-0517 	12:06:06	fd4de8f5-5554-4e6e-a7cc-505af1b10c93	GET  undefined /employees
2024-0517 	12:09:20	6b765fb6-e70c-4208-97b4-107a738dce73	POST  undefined /register
2024-0517 	12:09:31	ff947f98-6243-42ef-a4de-21ac987a6cb8	POST  undefined /auth
2024-0517 	12:09:57	61a35815-d032-4573-b266-48266e44f62a	GET  undefined /employees
2024-0517 	12:10:05	56b9444e-ff71-4649-bb1e-1793f2380ac7	GET  undefined /employees
2024-0517 	12:10:29	fd967ecf-5387-45b0-815c-dadb39cdb2f2	GET  undefined /employees
2024-0517 	12:13:56	2906ba87-053e-4fc6-8103-323b22b3484c	GET  undefined /employees
2024-0517 	12:13:58	0649bcd9-51f1-4857-ab8f-bd91ab2cd52c	GET  undefined /employees
2024-0517 	12:14:28	24385f03-8cf4-46ad-8806-ae7d7872cffb	GET  undefined /employees
2024-0517 	12:14:29	0ea6c88e-5f26-4852-8447-6e50167ef08b	GET  undefined /employees
2024-0517 	12:14:42	c033c16d-f708-4343-b18e-eda0650b63b4	GET  undefined /
2024-0517 	12:14:53	6b1a166d-da7b-43fd-9cb9-19adf39b14c1	GET  undefined /employees
2024-0517 	12:15:54	b140b8f6-9b89-434d-96e1-77ec1b9800df	GET  undefined /employees/2
2024-0517 	12:15:58	30bb3f60-98cd-47d3-9516-ec7ec80a8a85	GET  undefined /employees
2024-0517 	12:16:10	8fde0e0e-86d6-49cc-8f52-df7dc571a041	GET  undefined /employees
2024-0517 	12:16:12	9df2c45f-6c04-4269-aa84-2ac8d310f01f	GET  undefined /employees
2024-0517 	12:16:15	e4c12079-e183-46a5-b886-f5a71b5edf9e	GET  undefined /employees
2024-0517 	12:16:16	be47d9c3-00ba-4ee5-9fa7-19059b94ebb3	GET  undefined /employees
2024-0517 	12:16:30	9c0b80e3-2801-425d-babd-3590fde11de9	GET  undefined /employees
2024-0517 	12:16:31	b5d0994c-ed26-4331-8f0c-79e27988c0b1	GET  undefined /employees
2024-0517 	12:17:15	479a8cf3-0966-4f93-bd41-7e3ace2aac17	GET  undefined /employees
2024-0517 	12:17:41	db323594-c1ec-455b-b074-eeff1653fd2c	GET  undefined /employees
2024-0517 	12:17:42	7967d824-820c-488f-a3c0-2f3d21400110	GET  undefined /employees
2024-0517 	12:17:55	44572077-467e-4281-8eb3-6ca51b10ea3a	GET  undefined /employees
2024-0517 	12:18:47	d388a0e6-5279-46d5-bd2a-8ea0b133d5de	GET  undefined /employees
2024-0517 	12:19:39	dfd8b0bd-268c-43d1-b545-3b4e903e6d9e	GET  undefined /employees
2024-0517 	12:22:15	6f72d552-f884-40f9-a318-30251ea4ec91	GET  undefined /employees
2024-0517 	12:22:50	44944102-0ace-4542-894b-d160405427c0	POST  undefined /register
2024-0517 	12:23:00	9610a970-5b08-4404-b418-291893a73135	POST  undefined /auth
2024-0517 	12:23:32	172388b5-75a7-4586-9ba8-a2d00c30ee1e	GET  undefined /employees
2024-0517 	12:24:50	6a705eab-5c18-453c-9187-ca71f180d40e	GET  undefined /employees
2024-0517 	12:25:11	3a1bf58a-75e1-4e6d-9257-c4c357944739	GET  undefined /employees
2024-0517 	12:25:41	7aa4570f-eb58-4603-969f-57c9fbcc68ec	GET  undefined /employees
2024-0528 	16:43:57	5e80591b-cbf3-40ad-81ff-a3ec219a7fdc	GET  undefined /
2024-0528 	16:43:58	d3ff0e96-c490-4a66-b43b-361a78a6e0c2	GET  undefined /css/style.css
2024-0528 	16:43:58	f202c883-08eb-4a46-aebd-8eac1bc761ca	GET  undefined /
2024-0528 	16:44:04	e6b19108-1eb9-4c6f-8a6d-7642772ddc98	PUT  undefined /employees
2024-0528 	16:44:18	02500d26-7406-4e62-a14d-e5d36dadf058	POST  undefined /register
2024-0528 	16:44:29	6296cc70-b273-4c48-8531-029690562286	GET  undefined /employees/2
2024-0528 	16:45:03	9fda89bc-9f86-4801-80f1-87fbb3d0fc02	GET  undefined /products/5
2024-0528 	16:45:15	7fdccd92-c929-435a-9376-2abd1c4e22b1	GET  undefined /products
2024-0528 	16:45:18	680528d6-5cba-4a03-af63-557083f10b3b	GET  undefined /products
2024-0528 	16:48:19	be872c50-300e-4c93-b9a0-a97f1e6548dc	GET  undefined /products
2024-0528 	16:49:11	828dcfed-88ff-4700-af7d-5788c85709f0	GET  undefined /products/5
2024-0528 	16:50:33	055d417c-6a6f-49f3-af87-44b762004091	GET  undefined /products/5
2024-0528 	16:51:27	3fd0cfe3-4351-4c8d-aae1-70f2ee99c000	GET  undefined /products/5
2024-0528 	16:52:03	f92a0911-4a1c-45ee-8303-7537757d666e	GET  undefined /products/5
2024-0528 	16:52:40	733a4255-2e72-4abb-856f-b2d45aa1a6c6	GET  undefined /products/5
2024-0528 	16:54:44	1a2d1144-9862-4504-a6d8-bbc41a23560d	GET  http://localhost:3000 /products/5
2024-0528 	16:54:44	c8ee946d-1d7e-4784-8214-ead38eca0485	GET  http://localhost:3000 /products/5
2024-0528 	16:54:44	994654c8-49c1-4e3f-806c-802a55588ab5	GET  http://localhost:3000 /products/5
2024-0528 	16:54:44	53444c42-653b-4892-b2d6-f3987ac333bb	GET  http://localhost:3000 /products/5
2024-0528 	16:54:44	0e859867-4a3e-4f91-8080-c19f92a9f435	GET  http://localhost:3000 /products/5
2024-0528 	16:54:44	89c8caf8-8f46-4f5c-87ea-c167a2c7d2c6	GET  http://localhost:3000 /products/5
2024-0528 	16:54:49	436f47bb-0561-4730-8f35-190fae08f50d	GET  http://localhost:3000 /products/5
2024-0528 	16:54:49	328ce2fb-bc8a-4504-ae0f-9b65f3374735	GET  http://localhost:3000 /products/5
2024-0528 	16:54:49	c5eb0c09-ca50-41dc-aad2-730c524161d2	GET  http://localhost:3000 /products/5
2024-0528 	16:54:49	1eb2cb11-88c1-4a05-ba58-797e089ef8a3	GET  http://localhost:3000 /products/5
2024-0528 	16:54:49	f58bdc35-290d-45cd-ab11-e1c37fb70fe6	GET  http://localhost:3000 /products/5
2024-0528 	16:54:49	bcec0c24-a87b-4478-85eb-e3fb20be517e	GET  http://localhost:3000 /products/5
2024-0528 	16:54:58	45217940-eca6-4b97-8919-ae096d0d445e	GET  http://localhost:3000 /products/5
2024-0528 	16:54:58	dccde11a-0b2e-4a27-adad-2888d3d7dc4b	GET  http://localhost:3000 /products/5
2024-0528 	16:54:58	5cd3bc0f-aaa7-4d93-8802-9e8b02f5ee73	GET  http://localhost:3000 /products/5
2024-0528 	16:54:58	7e87fa54-8c67-43c5-aaf2-d362894ea7ae	GET  http://localhost:3000 /products/5
2024-0528 	16:54:58	e0f78376-3c10-4865-be0e-4c28bbc23878	GET  http://localhost:3000 /products/5
2024-0528 	16:54:58	f3c32afa-58ca-4ee6-a675-a7a71e0ac0ff	GET  http://localhost:3000 /products/5
2024-0528 	16:55:55	89e0af58-179b-4f2c-92e6-af63151e5a81	GET  http://localhost:3000 /products/5
2024-0528 	16:55:56	426c2505-90eb-496e-bb63-2ad4c7d9d4c0	GET  http://localhost:3000 /products/5
2024-0528 	16:55:56	ccb7c0a6-96af-4106-8f89-248369f91a35	GET  http://localhost:3000 /products/5
2024-0528 	16:55:56	ac1ffe8b-e974-4340-921a-a14aea76df47	GET  http://localhost:3000 /products/5
2024-0528 	16:55:56	284f61de-caf4-4cf8-b0df-007ed23c918a	GET  http://localhost:3000 /products/5
2024-0528 	16:55:56	384648d1-05ac-46b4-9569-3c9c8ea64bb9	GET  http://localhost:3000 /products/5
2024-0528 	16:55:59	fc3dad95-ad14-4587-aa6a-9f2ca21da44c	GET  http://localhost:3000 /products/5
2024-0528 	16:55:59	8244f539-047e-42d6-87bd-8ec51ce8ec53	GET  http://localhost:3000 /products/5
2024-0528 	16:55:59	04c15d82-3a63-406a-9ef4-0352892cad9a	GET  http://localhost:3000 /products/5
2024-0528 	16:55:59	1a17c45c-53e7-4296-9db3-bdc3fc3074f5	GET  http://localhost:3000 /products/5
2024-0528 	16:55:59	2faf4976-d74f-4444-a17a-a61d1578d1d6	GET  http://localhost:3000 /products/5
2024-0528 	16:55:59	aef007a1-5b6d-45d5-bf09-1e67ad27078d	GET  http://localhost:3000 /products/5
2024-0528 	17:07:49	14170030-90bc-4cf2-826b-1786057c4994	GET  undefined /products/10
2024-0528 	17:08:08	fe64772d-ded3-40ff-8613-0d57e91d7b94	GET  http://localhost:3000 /products/5
2024-0528 	17:08:08	553c6b6a-4b00-4ec0-86cb-cc8edcdebbb0	GET  http://localhost:3000 /products/5
2024-0528 	17:08:08	e4801abe-dbd9-41d8-8d1a-472253b9d250	GET  http://localhost:3000 /products/5
2024-0528 	17:08:08	cbe6277a-c811-41cc-b98a-45d71eb7d785	GET  http://localhost:3000 /products/5
2024-0528 	17:08:08	946e9d3c-18a7-464e-81a8-081569c5c6f5	GET  http://localhost:3000 /products/5
2024-0528 	17:08:08	e5ac55d1-04e5-478d-b802-ea74e26ca092	GET  http://localhost:3000 /products/5
2024-0528 	17:08:29	8a10e8b2-680a-46b5-ad94-b844ef468496	GET  http://localhost:3000 /products/5
2024-0528 	17:08:29	e9abf41c-d972-4913-a42a-e1ea54cdd024	GET  http://localhost:3000 /products/5
2024-0528 	17:08:29	f8eb6729-a110-4e56-9447-4c0851db910f	GET  http://localhost:3000 /products/5
2024-0528 	17:08:29	e35b9ee3-ef6e-4c57-a520-3639c29d8685	GET  http://localhost:3000 /products/5
2024-0528 	17:08:29	9de8ea22-352f-497a-b0d5-ff8e948e929c	GET  http://localhost:3000 /products/5
2024-0528 	17:08:29	f4af2bc8-4a92-4a06-b194-4c8d8fc486ab	GET  http://localhost:3000 /products/5
2024-0528 	17:16:38	552d79df-f650-4e4c-b676-cbc3a31e3b71	GET  undefined /products/5
2024-0528 	17:16:38	e626dbee-c6c0-41d5-ac52-18f54b01d222	GET  undefined /favicon.ico
2024-0528 	17:17:03	245f0768-ab99-48bc-851f-842dbc019c02	GET  http://localhost:3000 /products/5
2024-0528 	17:17:03	fa24d651-c276-4cb5-b791-52c8a4ab1fa1	GET  http://localhost:3000 /products/5
2024-0528 	17:17:03	ce35a777-4437-48cd-8d0d-c0fe3491a547	GET  http://localhost:3000 /products/5
2024-0528 	17:17:03	9e581fa3-4f29-4c3c-9f84-4da3bcd969ca	GET  http://localhost:3000 /products/5
2024-0528 	17:17:03	ce054304-50ec-4f87-ac8b-26723ca11c09	GET  http://localhost:3000 /products/5
2024-0528 	17:17:03	6f78e969-f082-43e2-ba0e-262fe1040169	GET  http://localhost:3000 /products/5
2024-0528 	19:22:59	82eb0283-689e-468f-9204-acb00f1825a0	GET  http://localhost:3000 /products/5
2024-0528 	19:22:59	7aab65af-ecef-4b21-84fa-803bc5fbcfba	GET  http://localhost:3000 /products/5
2024-0528 	19:22:59	67b6f2f2-80cb-4ed2-bca8-ba9a4fcd9ee7	GET  http://localhost:3000 /products/5
2024-0528 	19:22:59	551c55d0-fdd3-4cdf-ab2d-d29f2b7c89f4	GET  http://localhost:3000 /products/5
